S1143417	S1143440	dependency	2
S1143417	S1143418	dependency	2
S1143417	S1143695	dependency	2
S1143418	S1143697	dependency	2
S1143695	S1143696	dependency	2
S1143696	S114341B	dependency	2
S1143697	S1143418	relates_to	1
S1143418	S1143697	relates_to	1
S1143697	S114343C	dependency	2
S114341B	S114341C	relates_to	1
S114341C	S114341B	relates_to	1
S114341C	S1143697	relates_to	1
S1143697	S114341C	relates_to	1
S114341C	S114341D	dependency	2
S114341C	S1143426	dependency	2
S114341D	S1143442	dependency	2
S1143427	S1143429	dependency	2
S1143427	S114342A	dependency	2
S1143428	S1143429	dependency	2
S1143428	S114342A	dependency	2
S1143428	S114342C	dependency	2
S1143428	S114344A	dependency	2
S1143429	S1143428	dependency	2
S114342A	S1143428	dependency	2
S1143429	S114344A	dependency	2
S114342A	S114344A	dependency	2
S114342C	S114344B	dependency	2
S1143424	S1143425	dependency	2
S1143425	S1143426	dependency	2
S1143425	S1143446	dependency	2
S1143426	S1143449	dependency	2
S1143423	S2373200	dependency	2
S1143423	S2373201	dependency	2
S1143423	S2373202	dependency	2
S114341E	S114341F	dependency	2
S114341F	S1143420	dependency	2
S114341F	S1143438	dependency	2
S114341F	S114343A	dependency	2
S114341F	S114343B	dependency	2
S114341F	S114343D	dependency	2
S1143420	S1143423	dependency	2
S1143420	S1143421	dependency	2
S1143420	S1143422	dependency	2
S1143420	S114343D	dependency	2
S1143421	S114343D	dependency	2
S1143422	S114343D	dependency	2
S114344A	S114346A	dependency	2
S114344B	S114344C	dependency	2
S114344B	S114369A	dependency	2
S114344B	S114369B	dependency	2
S114344B	S11434B5	dependency	2
S114344C	S114346C	dependency	2
S1143446	S1143447	dependency	2
S1143447	S1143460	dependency	2
S1143448	S1143466	dependency	2
S1143449	S1143469	dependency	2
S1143440	S2373200	dependency	2
S1143440	S2373201	dependency	2
S1143440	S2373202	dependency	2
S2373200	S1143442	dependency	2
S2373201	S1143442	dependency	2
S2373202	S1143442	dependency	2
S2373200	S1143443	dependency	2
S2373201	S1143443	dependency	2
S2373202	S1143443	dependency	2
S2373200	S1143444	dependency	2
S2373200	S1143445	dependency	2
S2373201	S1143444	dependency	2
S2373201	S1143445	dependency	2
S2373202	S1143444	dependency	2
S2373202	S1143445	dependency	2
S2373200	S2373203	dependency	2
S2373200	S2373204	dependency	2
S2373201	S2373203	dependency	2
S2373201	S2373204	dependency	2
S2373202	S2373203	dependency	2
S2373202	S2373204	dependency	2
S1143443	S114345B	dependency	2
S1143443	S1143453	dependency	2
S1143444	S114345B	dependency	2
S1143445	S114345B	dependency	2
S1143444	S1143453	dependency	2
S1143445	S1143453	dependency	2
S1143438	S1143449	dependency	2
S1143438	S1143439	dependency	2
S1143438	S114343F	relates_to	1
S114343F	S1143438	relates_to	1
S1143438	S1143453	dependency	2
S1143439	S1143449	dependency	2
S114343A	S114343B	relates_to	1
S114343B	S114343A	relates_to	1
S114343A	S114343D	dependency	2
S114343A	S114345F	dependency	2
S114343A	S114368B	dependency	2
S114343A	S114368C	dependency	2
S114343A	S114368D	dependency	2
S114343A	S11434DB	dependency	2
S114343A	S11434DC	dependency	2
S114343B	S114343D	dependency	2
S114343B	S114345F	dependency	2
S114343B	S114368B	dependency	2
S114343B	S114368C	dependency	2
S114343B	S114368D	dependency	2
S114343C	S114343D	dependency	2
S114343D	S1143438	relates_to	1
S1143438	S114343D	relates_to	1
S114343D	S1143454	dependency	2
S114343D	S1143443	dependency	2
S114343E	S114343F	dependency	2
S114343E	S1143455	dependency	2
S114343E	S1143456	dependency	2
S114343F	S11434B2	dependency	2
S114343F	S114368E	dependency	2
S114346A	S114348E	dependency	2
S114346B	S114346C	dependency	2
S114346B	S114348B	dependency	2
S114346C	S1143483	dependency	2
S1143460	S1143461	dependency	2
S1143460	S1143462	dependency	2
S1143460	S1143487	relates_to	1
S1143487	S1143460	relates_to	1
S1143460	S114369A	dependency	2
S1143460	S114369B	dependency	2
S1143461	S1143483	dependency	2
S1143462	S1143461	dependency	2
S1143462	S1143463	dependency	2
S1143463	S1143464	dependency	2
S1143464	S1143465	relates_to	1
S1143465	S1143464	relates_to	1
S1143464	S1143453	relates_to	1
S1143453	S1143464	relates_to	1
S1143465	S1143468	relates_to	1
S1143468	S1143465	relates_to	1
S1143465	S114368F	dependency	2
S1143465	S1143690	dependency	2
S2373203	S1143459	dependency	2
S2373204	S1143459	dependency	2
S2373203	S114345A	dependency	2
S2373204	S114345A	dependency	2
S2373203	S114345C	dependency	2
S2373204	S114345C	dependency	2
S2373203	S114345D	dependency	2
S2373204	S114345D	dependency	2
S2373203	S114345E	dependency	2
S2373204	S114345E	dependency	2
S2373203	S1143480	dependency	2
S2373204	S1143480	dependency	2
S2373203	S1143482	dependency	2
S2373204	S1143482	dependency	2
S2373203	S114349F	dependency	2
S2373204	S114349F	dependency	2
S1143458	S2373203	dependency	2
S1143458	S2373204	dependency	2
S1143458	S1143455	relates_to	1
S1143455	S1143458	relates_to	1
S114345B	S1143453	relates_to	1
S1143453	S114345B	relates_to	1
S114345D	S114345E	relates_to	1
S114345E	S114345D	relates_to	1
S114345D	S114345F	relates_to	1
S114345F	S114345D	relates_to	1
S114345D	S114345C	dependency	2
S114345D	S1143481	dependency	2
S114345E	S114345F	relates_to	1
S114345F	S114345E	relates_to	1
S114345E	S1143481	dependency	2
S1143453	S1143469	relates_to	1
S1143469	S1143453	relates_to	1
S1143453	S1143467	relates_to	1
S1143467	S1143453	relates_to	1
S1143453	S114347E	dependency	2
S1143453	S114368B	dependency	2
S1143453	S114368C	dependency	2
S1143453	S114368D	dependency	2
S1143454	S114345B	dependency	2
S1143455	S1143477	dependency	2
S1143455	S114347F	dependency	2
S1143456	S1143477	dependency	2
S114348E	S11434B3	dependency	2
S114348E	S1143503	dependency	2
S1143487	S114347E	relates_to	1
S114347E	S1143487	relates_to	1
S1143487	S11434AC	dependency	2
S1143487	S1143483	relates_to	1
S1143483	S1143487	relates_to	1
S1143489	S11434AF	dependency	2
S114369A	S114348B	dependency	2
S114369B	S114348B	dependency	2
S114369A	S114369F	dependency	2
S114369B	S114369F	dependency	2
S114369A	S114348D	dependency	2
S114369B	S114348D	dependency	2
S114369A	S11436A0	dependency	2
S114369A	S11436A1	dependency	2
S114369B	S11436A0	dependency	2
S114369B	S11436A1	dependency	2
S114348B	S114369C	dependency	2
S114369C	S114369D	dependency	2
S114369C	S114369E	dependency	2
S114369D	S114369E	dependency	2
S114369D	S11434AE	dependency	2
S114369D	S1143683	dependency	2
S114369E	S114369F	dependency	2
S114348D	S11434AE	dependency	2
S1143480	S11434A1	dependency	2
S1143481	S11434A2	dependency	2
S1143481	S11434A3	dependency	2
S1143481	S11434A4	dependency	2
S1143482	S11434A3	dependency	2
S1143483	S114348F	dependency	2
S1143483	S114368F	relates_to	1
S1143483	S1143690	relates_to	1
S114368F	S1143483	relates_to	1
S1143690	S1143483	relates_to	1
S1143483	S1143691	dependency	2
S1143483	S1143692	dependency	2
S1143483	S1143693	dependency	2
S1143483	S1143694	dependency	2
S1143483	S114368B	dependency	2
S1143483	S114368C	dependency	2
S1143483	S114368D	dependency	2
S1143483	S1143688	dependency	2
S1143483	S1143685	dependency	2
S1143483	S1143686	dependency	2
S1143483	S1143687	dependency	2
S114368F	S1143489	relates_to	1
S1143690	S1143489	relates_to	1
S1143489	S114368F	relates_to	1
S1143489	S1143690	relates_to	1
S114368F	S1143691	dependency	2
S114368F	S1143692	dependency	2
S114368F	S1143693	dependency	2
S114368F	S1143694	dependency	2
S1143690	S1143691	dependency	2
S1143690	S1143692	dependency	2
S1143690	S1143693	dependency	2
S1143690	S1143694	dependency	2
S114368F	S114368B	dependency	2
S114368F	S114368C	dependency	2
S114368F	S114368D	dependency	2
S1143690	S114368B	dependency	2
S1143690	S114368C	dependency	2
S1143690	S114368D	dependency	2
S114368F	S1143501	dependency	2
S1143690	S1143501	dependency	2
S114368F	S1143502	dependency	2
S1143690	S1143502	dependency	2
S114368F	S1143674	dependency	2
S1143690	S1143674	dependency	2
S1143691	S11434A5	dependency	2
S1143692	S11434A5	dependency	2
S1143693	S11434A5	dependency	2
S1143694	S11434A5	dependency	2
S1143477	S1143478	dependency	2
S1143477	S1143479	dependency	2
S1143477	S114347B	dependency	2
S1143477	S114347C	relates_to	1
S114347C	S1143477	relates_to	1
S1143477	S1143688	dependency	2
S1143477	S114349A	dependency	2
S1143477	S11434F7	dependency	2
S1143478	S11434F7	dependency	2
S1143477	S2373210	dependency	2
S1143477	S2373211	dependency	2
S1143478	S2373210	dependency	2
S1143478	S2373211	dependency	2
S1143477	S11434FA	dependency	2
S1143478	S11434FA	dependency	2
S1143477	S11434EC	dependency	2
S1143478	S11434EC	dependency	2
S1143478	S1143479	dependency	2
S1143478	S114347B	dependency	2
S1143478	S114347C	relates_to	1
S114347C	S1143478	relates_to	1
S1143479	S114347A	relates_to	1
S114347A	S1143479	relates_to	1
S1143479	S114347E	dependency	2
S1143479	S114368A	dependency	2
S1143479	S114349A	dependency	2
S1143479	S114349B	dependency	2
S1143479	S114347C	relates_to	1
S114347C	S1143479	relates_to	1
S114347A	S114347D	relates_to	1
S114347D	S114347A	relates_to	1
S114347A	S11434AE	dependency	2
S114347B	S114369E	relates_to	1
S114369E	S114347B	relates_to	1
S114347B	S1143482	dependency	2
S114347B	S114347D	dependency	2
S114347B	S114347F	dependency	2
S114347B	S11434A3	dependency	2
S114347B	S11434A4	dependency	2
S114347B	S11436A2	dependency	2
S114347B	S11434DB	dependency	2
S114347B	S11434DC	dependency	2
S114347C	S114347D	dependency	2
S114347C	S11434F7	dependency	2
S114347C	S1143685	dependency	2
S114347C	S1143686	dependency	2
S114347C	S1143687	dependency	2
S114347C	S11434D1	dependency	2
S114347D	S114347E	relates_to	1
S114347E	S114347D	relates_to	1
S114347D	S11434AC	dependency	2
S114347D	S11434A3	dependency	2
S114347D	S11434A4	dependency	2
S114347D	S114349D	dependency	2
S114347E	S1143488	relates_to	1
S1143488	S114347E	relates_to	1
S114347E	S114369F	relates_to	1
S114369F	S114347E	relates_to	1
S114347E	S114348D	relates_to	1
S114348D	S114347E	relates_to	1
S114347E	S114349C	dependency	2
S114347F	S114349E	dependency	2
S11434B3	S11434B4	dependency	2
S11434B3	S2373205	relates_to	1
S11434B3	S2373206	relates_to	1
S2373205	S11434B3	relates_to	1
S2373206	S11434B3	relates_to	1
S11434B4	S1143503	dependency	2
S11434AC	S11434AD	dependency	2
S11434AC	S11434FC	dependency	2
S11434AC	S11434CE	dependency	2
S11434AD	S114368E	relates_to	1
S114368E	S11434AD	relates_to	1
S11434AD	S11434FC	dependency	2
S11434AD	S11434F7	dependency	2
S11434AD	S2373210	dependency	2
S11434AD	S2373211	dependency	2
S11434AD	S11434FA	dependency	2
S11434AE	S11436A2	dependency	2
S11434AE	S11434E2	dependency	2
S11434AF	S114368E	relates_to	1
S114368E	S11434AF	relates_to	1
S11434AF	S11434FD	dependency	2
S2373205	S11434B4	relates_to	1
S2373206	S11434B4	relates_to	1
S11434B4	S2373205	relates_to	1
S11434B4	S2373206	relates_to	1
S2373205	S11434B1	dependency	2
S2373206	S11434B1	dependency	2
S2373205	S11434B2	dependency	2
S2373206	S11434B2	dependency	2
S11434B2	S114351C	dependency	2
S114349F	S11434A0	dependency	2
S114349F	S11434A1	dependency	2
S114349F	S11434A2	dependency	2
S114349F	S11434A3	dependency	2
S114349F	S11434A4	dependency	2
S114349F	S11434EE	dependency	2
S11434A0	S11434A1	dependency	2
S11434A0	S1143698	dependency	2
S11434A0	S1143699	dependency	2
S11434A1	S114349C	dependency	2
S11434A1	S11434F1	dependency	2
S11434A2	S11434F2	dependency	2
S11434A2	S11434F3	dependency	2
S11434A2	S11434F4	dependency	2
S11434A3	S11434A4	dependency	2
S11434A3	S11434F2	dependency	2
S11434A4	S114349C	dependency	2
S11434A4	S11434F3	dependency	2
S11434A5	S11434A6	dependency	2
S11434A5	S114368D	dependency	2
S11434A5	S11434A9	dependency	2
S11434A5	S11434F5	dependency	2
S11434A5	S2373210	dependency	2
S11434A5	S2373211	dependency	2
S11434A6	S11434AB	dependency	2
S11434A6	S11434F6	dependency	2
S114368B	S11434AD	dependency	2
S114368C	S11434AD	dependency	2
S114368D	S11434AD	dependency	2
S114368B	S114368E	dependency	2
S114368C	S114368E	dependency	2
S114368D	S114368E	dependency	2
S114368B	S11434A9	dependency	2
S114368C	S11434A9	dependency	2
S114368D	S11434A9	dependency	2
S114368B	S11434F5	dependency	2
S114368C	S11434F5	dependency	2
S114368D	S11434F5	dependency	2
S114368E	S11434F5	dependency	2
S1143688	S1143683	dependency	2
S1143689	S1143683	dependency	2
S114368A	S1143683	dependency	2
S1143688	S1143685	dependency	2
S1143688	S1143686	dependency	2
S1143688	S1143687	dependency	2
S1143689	S1143685	dependency	2
S1143689	S1143686	dependency	2
S1143689	S1143687	dependency	2
S114368A	S1143685	dependency	2
S114368A	S1143686	dependency	2
S114368A	S1143687	dependency	2
S1143688	S1143689	dependency	2
S1143688	S114368A	relates_to	1
S114368A	S1143688	relates_to	1
S1143689	S114368A	relates_to	1
S114368A	S1143689	relates_to	1
S114368A	S11434AD	dependency	2
S11434A9	S11434AD	dependency	2
S11434A9	S11434EE	dependency	2
S11434AA	S11434AD	dependency	2
S11434AA	S11434AB	dependency	2
S11434AA	S11434EE	dependency	2
